content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
27,41,0,3,3,0,0,0,3,16737,788,F,course_320,M,international,28,7,6.0,0.6585365853658537,112.57142857142857,148.6789340101523,619.8888888888889,0
27,55,0,0,0,0,0,0,24,13718,1324,F,course_5,M,international,25,18,10.0,0.4909090909090909,73.55555555555556,186.49848942598186,508.0740740740741,0
27,71,0,8,14,0,0,0,16,49072,493,F,course_1,M,domestic,20,13,6.0,0.38028169014084506,37.92307692307692,1293.9878296146046,1817.4814814814815,0
27,39,0,0,0,0,0,0,0,6126,1300,F,course_60,M,international,24,22,8.0,0.6923076923076923,59.09090909090909,103.67076923076922,226.88888888888889,0
27,64,0,2,2,0,0,0,2,1757,593,F,course_290,M,international,30,12,6.0,0.421875,49.416666666666664,35.55480607082631,65.07407407407408,0
27,39,0,1,1,0,0,0,9,10169,292,F,course_92,M,domestic,20,11,6.0,0.6923076923076923,26.545454545454547,383.07876712328766,376.6296296296296,0
27,59,0,0,0,0,0,0,6,2060,1736,F,course_92,M,domestic,21,11,5.0,0.4576271186440678,157.8181818181818,13.05299539170507,76.29629629629629,0
27,27,0,0,0,0,0,0,15,8767,824,F,course_325,M,international,26,12,6.0,1.0,68.66666666666667,127.67475728155338,324.7037037037037,0
27,27,0,0,0,0,0,0,14,12056,807,F,course_325,M,international,29,12,6.0,1.0,67.25,179.271375464684,446.51851851851853,0
27,32,0,4,5,0,0,0,2,3053,2232,F,course_306,M,international,26,13,7.0,0.84375,171.69230769230768,17.781810035842295,113.07407407407408,0
27,27,0,0,0,0,0,0,13,5403,812,F,course_325,M,international,30,12,6.0,1.0,67.66666666666667,79.84729064039408,200.11111111111111,0
27,39,0,1,1,0,0,0,6,3038,347,F,course_92,M,domestic,22,10,6.0,0.6923076923076923,34.7,87.55043227665705,112.51851851851852,1
27,71,0,9,18,0,0,0,15,24408,1436,F,course_1,M,domestic,21,10,5.0,0.38028169014084506,143.6,169.97214484679665,904.0,0
27,67,0,14,112,0,0,0,10,50221,605,F,course_46,M,domestic,26,12,6.0,0.40298507462686567,50.416666666666664,996.1190082644629,1860.037037037037,0
27,42,0,0,0,0,0,0,0,5716,2115,F,course_178,F,international,22,10,5.0,0.6428571428571429,211.5,27.02600472813239,211.7037037037037,0
27,80,0,0,0,0,0,0,8,1513,629,F,course_325,M,international,25,12,6.0,0.3375,52.416666666666664,28.864864864864867,56.03703703703704,0
27,59,0,6,6,1,0,0,7,2397,834,F,course_340,M,international,24,13,6.0,0.4576271186440678,64.15384615384616,37.36330935251798,88.77777777777777,0
27,72,0,3,3,0,0,0,7,4164,482,F,course_303,M,domestic,20,14,7.0,0.375,34.42857142857143,120.9460580912863,154.22222222222223,0
27,85,0,1,4,0,0,0,9,18483,1258,F,course_35,M,domestic,49,9,7.0,0.3176470588235294,139.77777777777777,132.23131955484897,684.5555555555555,0
27,34,0,7,7,0,0,0,1,3340,1158,F,course_148,M,international,25,7,1.0,0.7941176470588235,165.42857142857142,20.189982728842836,123.70370370370371,0
27,34,0,7,7,0,0,0,1,5851,4214,F,course_148,F,domestic,22,6,1.0,0.7941176470588235,702.3333333333334,8.33080208827717,216.7037037037037,0
27,38,0,4,4,0,0,0,1,17477,863,F,course_337,M,international,25,13,6.0,0.7105263157894737,66.38461538461539,263.2688296639629,647.2962962962963,0
27,42,0,0,0,0,0,0,0,2146,1248,F,course_178,F,domestic,30,10,5.0,0.6428571428571429,124.8,17.19551282051282,79.48148148148148,0
27,67,0,14,84,0,0,0,10,1113,667,F,course_46,M,international,24,15,8.0,0.40298507462686567,44.46666666666667,25.02998500749625,41.22222222222222,0
27,67,0,14,14,0,0,0,13,5227,725,F,course_46,F,domestic,44,7,7.0,0.40298507462686567,103.57142857142857,50.467586206896556,193.59259259259258,0
27,28,0,0,0,0,0,0,11,38424,1372,F,course_265,M,domestic,22,9,3.0,0.9642857142857143,152.44444444444446,252.05247813411077,1423.111111111111,0
27,81,0,1,3,0,0,0,9,10377,2055,F,course_33,M,domestic,23,10,5.0,0.3333333333333333,205.5,50.496350364963504,384.3333333333333,0
27,66,0,0,0,0,0,0,0,15873,500,F,course_134,M,domestic,19,14,7.0,0.4090909090909091,35.714285714285715,444.44399999999996,587.8888888888889,0
27,66,0,0,0,0,0,0,0,2850,518,F,course_134,M,domestic,20,15,7.0,0.4090909090909091,34.53333333333333,82.52895752895753,105.55555555555556,0
27,66,0,0,0,0,0,0,0,17371,407,F,course_134,F,domestic,20,14,7.0,0.4090909090909091,29.071428571428573,597.5282555282555,643.3703703703703,0
27,53,0,3,3,0,0,0,1,4139,838,F,course_341,F,international,23,13,7.0,0.5094339622641509,64.46153846153847,64.208830548926,153.2962962962963,0
27,85,0,1,2,0,0,0,9,20882,2666,F,course_35,M,domestic,43,5,4.0,0.3176470588235294,533.2,39.1635408852213,773.4074074074074,0
27,66,0,0,0,0,0,0,0,8852,509,F,course_134,M,domestic,19,14,7.0,0.4090909090909091,36.357142857142854,243.4734774066798,327.85185185185185,0
27,48,0,1,2,0,0,0,1,60043,1090,F,course_338,F,international,27,13,6.0,0.5625,83.84615384615384,716.1091743119266,2223.814814814815,0
27,87,0,0,0,0,0,0,14,7357,927,F,course_5,M,domestic,19,12,6.0,0.3103448275862069,77.25,95.23624595469256,272.48148148148147,0
27,52,0,0,0,0,0,0,0,576,776,F,course_13,F,domestic,27,16,6.0,0.5192307692307693,48.5,11.876288659793815,21.333333333333332,0
27,33,0,1,1,0,0,0,0,31025,2270,F,course_39,F,domestic,23,10,5.0,0.8181818181818182,227.0,136.6740088105727,1149.0740740740741,0
27,129,0,0,0,1,0,0,7,4345,430,F,course_336,F,international,24,13,7.0,0.20930232558139536,33.07692307692308,131.36046511627904,160.92592592592592,0
27,42,0,3,3,0,0,0,1,3879,657,F,course_14,M,international,27,13,6.0,0.6428571428571429,50.53846153846154,76.75342465753424,143.66666666666666,0
27,35,0,4,4,1,2,17,2,30409,1143,F,course_20,M,international,26,8,7.0,0.7714285714285715,142.875,212.8363954505687,1126.2592592592594,0
27,88,0,4,4,0,0,0,5,3622,240,F,course_154,M,domestic,20,5,5.0,0.3068181818181818,48.0,75.45833333333333,134.14814814814815,1
27,54,0,0,0,0,0,0,5,5858,847,F,course_288,M,international,32,8,7.0,0.5,105.875,55.32939787485242,216.96296296296296,0
27,64,0,2,2,1,2,22,5,27133,807,F,course_335,F,international,29,13,7.0,0.421875,62.07692307692308,437.08674101610904,1004.925925925926,0
27,90,0,2,2,0,0,0,3,5190,665,F,course_319,F,international,35,7,6.0,0.3,95.0,54.63157894736842,192.22222222222223,0
27,51,0,3,3,0,0,0,11,1990,1529,F,course_155,M,domestic,20,10,4.0,0.5294117647058824,152.9,13.015042511445388,73.70370370370371,0
27,45,0,1,1,0,0,0,3,28658,1420,F,course_38,M,domestic,24,10,5.0,0.6,142.0,201.81690140845072,1061.4074074074074,0
27,49,0,4,4,5,9,20,2,1841,508,F,course_87,F,international,46,8,7.0,0.5510204081632653,63.5,28.992125984251967,68.18518518518519,0
27,51,0,3,3,0,0,0,8,1818,313,F,course_155,M,domestic,21,8,4.0,0.5294117647058824,39.125,46.466453674121404,67.33333333333333,0
27,29,0,0,0,0,0,0,4,8265,498,F,course_363,M,international,24,12,6.0,0.9310344827586207,41.5,199.15662650602408,306.1111111111111,0
27,45,0,12,12,0,0,0,2,16275,1685,F,course_38,M,domestic,23,10,5.0,0.6,168.5,96.58753709198812,602.7777777777778,0
27,42,0,0,0,0,0,0,0,30077,2543,F,course_178,M,international,25,9,4.0,0.6428571428571429,282.55555555555554,106.4463232402674,1113.962962962963,0
27,28,0,3,3,0,0,0,8,3278,915,F,course_289,M,international,25,8,7.0,0.9642857142857143,114.375,28.660109289617488,121.4074074074074,0
27,44,0,10,14,1,0,0,13,6095,776,F,course_7,F,domestic,27,16,6.0,0.6136363636363636,48.5,125.6701030927835,225.74074074074073,0
27,34,0,0,0,0,0,0,0,11479,714,F,course_181,F,international,35,12,7.0,0.7941176470588235,59.5,192.92436974789916,425.14814814814815,0
27,64,0,2,2,0,0,0,6,1143,1205,F,course_335,F,international,29,13,7.0,0.421875,92.6923076923077,12.331120331950208,42.333333333333336,0
27,64,0,2,2,0,1,11,4,11281,821,F,course_335,F,international,24,13,7.0,0.421875,63.15384615384615,178.62728380024362,417.81481481481484,0
27,29,0,7,10,0,0,0,13,22457,2901,F,course_82,F,domestic,57,13,6.0,0.9310344827586207,223.15384615384616,100.63460875560152,831.7407407407408,0
27,41,0,12,36,1,0,6,15,15424,1871,F,course_7,M,international,29,13,6.0,0.6585365853658537,143.92307692307693,107.16835916622126,571.2592592592592,0
27,40,0,11,11,1,0,0,15,9601,1519,F,course_7,M,domestic,21,8,4.0,0.675,189.875,50.564845292955894,355.5925925925926,0
27,42,0,0,0,0,0,0,0,1547,429,F,course_190,M,domestic,21,12,6.0,0.6428571428571429,35.75,43.27272727272727,57.2962962962963,0
27,64,0,3,3,0,0,0,2,1893,1541,F,course_290,M,international,24,8,7.0,0.421875,192.625,9.82738481505516,70.11111111111111,0
27,30,0,0,0,0,0,0,0,11061,543,F,course_50,M,domestic,24,13,6.0,0.9,41.76923076923077,264.8121546961326,409.6666666666667,0
27,29,0,0,0,0,0,0,1,1683,517,F,course_363,M,international,25,12,6.0,0.9310344827586207,43.083333333333336,39.06382978723404,62.333333333333336,0
27,42,0,0,0,0,0,0,9,8975,1234,F,course_178,M,international,23,13,7.0,0.6428571428571429,94.92307692307692,94.55024311183145,332.4074074074074,0
27,35,0,4,4,2,3,9,0,5485,503,F,course_20,M,international,34,8,7.0,0.7714285714285715,62.875,87.23658051689861,203.14814814814815,0
27,56,0,10,19,0,0,0,16,7174,1032,W,course_3,M,domestic,38,11,5.0,0.48214285714285715,93.81818181818181,76.4670542635659,265.7037037037037,0
27,90,0,2,2,0,0,0,5,20407,772,F,course_319,M,international,26,7,6.0,0.3,110.28571428571429,185.03756476683938,755.8148148148148,0
27,40,0,12,33,1,0,0,18,7605,603,F,course_7,M,domestic,19,12,6.0,0.675,50.25,151.34328358208955,281.6666666666667,0
27,41,0,11,17,0,0,0,14,3942,363,F,course_7,M,domestic,20,12,6.0,0.6585365853658537,30.25,130.31404958677686,146.0,0
27,45,0,9,9,0,0,0,1,22039,1649,F,course_38,M,domestic,22,10,5.0,0.6,164.9,133.650697392359,816.2592592592592,0
27,38,0,0,0,0,0,0,5,19318,711,F,course_157,M,domestic,31,4,4.0,0.7105263157894737,177.75,108.68073136427567,715.4814814814815,0
27,45,0,12,16,1,0,1,15,4614,366,F,course_7,M,domestic,19,15,7.0,0.6,24.4,189.0983606557377,170.88888888888889,0
27,50,0,3,3,0,0,0,0,17132,689,F,course_104,F,domestic,25,18,6.0,0.54,38.27777777777778,447.57039187227866,634.5185185185185,0
27,29,0,7,9,0,0,0,16,15463,1287,F,course_82,M,domestic,32,16,8.0,0.9310344827586207,80.4375,192.23620823620823,572.7037037037037,1
27,90,0,4,4,0,0,0,2,4116,3499,F,course_88,F,domestic,29,11,6.0,0.3,318.09090909090907,12.939697056301801,152.44444444444446,0
27,29,0,0,0,0,0,0,2,2802,519,F,course_363,M,international,27,12,6.0,0.9310344827586207,43.25,64.78612716763006,103.77777777777777,0
27,54,0,3,4,0,0,0,3,34764,811,F,course_362,F,international,27,12,6.0,0.5,67.58333333333333,514.387176325524,1287.5555555555557,0
27,37,0,21,50,0,0,0,20,18906,1389,F,course_332,F,international,26,13,6.0,0.7297297297297297,106.84615384615384,176.94600431965443,700.2222222222222,0
27,48,0,3,3,0,0,0,5,3056,1110,F,course_285,M,international,26,8,7.0,0.5625,138.75,22.025225225225224,113.18518518518519,0
27,33,0,1,1,0,0,0,0,28052,1927,F,course_39,M,domestic,23,10,5.0,0.8181818181818182,192.7,145.57343020238713,1038.962962962963,0
27,78,0,0,0,0,0,0,0,2236,800,F,course_61,M,domestic,24,23,9.0,0.34615384615384615,34.78260869565217,64.285,82.81481481481481,0
27,110,0,5,5,0,0,0,9,684,522,F,course_347,M,international,28,11,6.0,0.24545454545454545,47.45454545454545,14.413793103448276,25.333333333333332,0
27,88,0,2,2,0,0,0,0,3747,579,F,course_371,M,international,24,22,8.0,0.3068181818181818,26.318181818181817,142.37305699481865,138.77777777777777,0
27,29,0,0,0,0,0,3,1,11264,535,F,course_363,M,international,26,12,6.0,0.9310344827586207,44.583333333333336,252.65046728971961,417.18518518518516,0
27,54,0,3,3,0,0,0,3,36039,747,F,course_362,M,international,24,12,6.0,0.5,62.25,578.9397590361446,1334.7777777777778,0
27,30,0,0,0,0,0,0,0,28656,744,F,course_50,M,domestic,20,12,6.0,0.9,62.0,462.19354838709677,1061.3333333333333,0
27,41,0,12,23,0,0,0,14,5519,1063,F,course_7,M,domestic,22,12,7.0,0.6585365853658537,88.58333333333333,62.30291627469426,204.40740740740742,0
27,33,0,1,1,0,0,0,0,29181,1685,F,course_39,M,domestic,23,10,5.0,0.8181818181818182,168.5,173.18100890207714,1080.7777777777778,0
27,29,0,7,12,0,0,0,18,25766,1805,F,course_82,M,international,20,14,8.0,0.9310344827586207,128.92857142857142,199.8470914127424,954.2962962962963,0
27,47,0,0,0,0,0,0,0,54264,1685,W,course_43,M,domestic,23,10,5.0,0.574468085106383,168.5,322.0415430267062,2009.7777777777778,0
27,30,0,0,0,0,0,0,0,17141,673,F,course_50,F,domestic,20,12,6.0,0.9,56.083333333333336,305.6344725111441,634.8518518518518,0
27,34,0,0,0,0,0,0,0,6342,811,F,course_181,M,international,24,13,7.0,0.7941176470588235,62.38461538461539,101.6596794081381,234.88888888888889,0
27,30,0,0,0,0,0,0,0,2291,3560,F,course_37,M,domestic,27,9,7.0,0.9,395.55555555555554,5.79185393258427,84.85185185185185,0
27,42,0,3,3,0,0,0,1,19792,1154,F,course_14,F,international,24,13,6.0,0.6428571428571429,88.76923076923077,222.96013864818022,733.0370370370371,0
27,45,0,12,22,1,0,4,15,2101,529,F,course_7,M,domestic,20,15,7.0,0.6,35.266666666666666,59.57466918714556,77.81481481481481,0
27,45,0,12,12,0,0,0,0,13117,3408,F,course_38,M,domestic,34,10,5.0,0.6,340.8,38.488849765258216,485.81481481481484,0
27,119,0,0,0,0,0,0,0,17051,1120,F,course_142,M,domestic,28,9,5.0,0.226890756302521,124.44444444444444,137.0169642857143,631.5185185185185,0
27,65,0,1,1,0,0,0,7,19568,554,F,course_64,M,international,25,22,8.0,0.4153846153846154,25.181818181818183,777.0685920577616,724.7407407407408,1
27,83,0,2,2,0,0,0,2,917,1139,W,course_73,M,international,26,22,7.0,0.3253012048192771,51.77272727272727,17.712028094820017,33.96296296296296,0
27,56,0,10,20,0,0,0,16,6047,1155,W,course_3,M,domestic,21,12,6.0,0.48214285714285715,96.25,62.82597402597403,223.96296296296296,0
26,81,0,1,9,0,0,0,9,6221,2124,F,course_33,M,domestic,22,10,5.0,0.32098765432098764,212.4,29.289077212806024,239.26923076923077,0
26,54,0,0,0,0,0,0,7,8200,1607,F,course_6,M,domestic,21,12,7.0,0.48148148148148145,133.91666666666666,61.2321095208463,315.38461538461536,0
26,66,0,2,2,0,0,0,2,3582,811,F,course_375,F,international,23,13,6.0,0.3939393939393939,62.38461538461539,57.418002466091245,137.76923076923077,0
26,71,0,9,17,0,0,0,13,3939,1420,F,course_1,M,international,20,12,6.0,0.36619718309859156,118.33333333333333,33.287323943661974,151.5,0
26,35,0,4,4,1,2,10,0,6724,917,F,course_20,F,international,27,8,7.0,0.7428571428571429,114.625,58.660850599781895,258.61538461538464,0
26,26,0,3,3,0,0,0,9,8517,1081,F,course_289,M,international,26,7,6.0,1.0,154.42857142857142,55.15171137835338,327.5769230769231,0
26,149,0,0,0,4,35,108,5,1613,1156,F,course_195,M,international,26,8,7.0,0.174496644295302,144.5,11.162629757785467,62.03846153846154,0
26,29,0,0,0,0,0,0,5,2669,649,F,course_363,M,international,25,12,6.0,0.896551724137931,54.083333333333336,49.3497688751926,102.65384615384616,0
26,45,0,12,12,0,0,0,0,1193,1846,F,course_38,M,domestic,23,10,5.0,0.5777777777777777,184.6,6.4626218851570965,45.88461538461539,0
26,41,0,11,18,1,1,39,14,9856,619,F,course_7,M,domestic,20,12,6.0,0.6341463414634146,51.583333333333336,191.06946688206784,379.0769230769231,0
26,63,0,0,0,0,0,0,4,12945,1883,F,course_179,F,domestic,23,11,5.0,0.4126984126984127,171.1818181818182,75.62134891131173,497.88461538461536,0
26,67,0,10,141,0,0,0,8,10116,3449,F,course_46,M,domestic,23,10,5.0,0.3880597014925373,344.9,29.330240649463615,389.0769230769231,0
26,28,0,3,3,0,0,0,8,775,799,F,course_289,M,international,30,7,6.0,0.9285714285714286,114.14285714285714,6.78973717146433,29.807692307692307,0
26,41,0,12,19,1,0,0,15,8431,706,F,course_7,M,domestic,25,12,6.0,0.6341463414634146,58.833333333333336,143.30311614730877,324.2692307692308,0
26,40,0,3,3,0,0,0,1,877,1074,F,course_321,M,international,27,7,6.0,0.65,153.42857142857142,5.716014897579144,33.73076923076923,0
26,71,0,8,15,0,0,0,16,56017,995,F,course_1,M,domestic,21,12,6.0,0.36619718309859156,82.91666666666667,675.5819095477386,2154.5,0
26,26,0,5,5,0,0,2,0,9777,677,F,course_296,M,domestic,46,5,5.0,1.0,135.4,72.2082717872969,376.03846153846155,0
26,110,0,3,3,0,0,0,3,1163,297,F,course_105,F,domestic,20,20,6.0,0.23636363636363636,14.85,78.31649831649831,44.73076923076923,0
26,56,0,3,3,0,0,0,1,12480,3499,F,course_14,F,domestic,29,11,6.0,0.4642857142857143,318.09090909090907,39.23406687625036,480.0,0
26,42,0,3,3,0,0,0,1,968,691,F,course_14,F,international,41,13,6.0,0.6190476190476191,53.15384615384615,18.211287988422576,37.23076923076923,0
26,42,0,0,0,0,0,0,0,1853,1023,F,course_178,M,domestic,22,14,7.0,0.6190476190476191,73.07142857142857,25.358748778103617,71.26923076923077,0
26,48,0,3,4,0,0,0,5,7423,1541,F,course_285,M,international,24,8,7.0,0.5416666666666666,192.625,38.536015574302404,285.5,0
26,67,0,7,14,0,0,0,11,11040,1609,F,course_46,M,domestic,20,11,6.0,0.3880597014925373,146.27272727272728,75.47545059042884,424.61538461538464,0
26,63,0,3,3,0,0,0,0,1641,297,F,course_101,F,domestic,20,20,6.0,0.4126984126984127,14.85,110.5050505050505,63.11538461538461,0
26,38,0,4,4,0,0,0,8,9002,1294,F,course_337,M,international,30,13,6.0,0.6842105263157895,99.53846153846153,90.43740340030912,346.2307692307692,0
26,56,0,3,3,1,4,14,0,12295,3499,F,course_24,F,domestic,29,11,6.0,0.4642857142857143,318.09090909090907,38.65247213489569,472.88461538461536,0
26,29,0,0,0,0,0,2,0,961,576,F,course_363,M,international,25,12,6.0,0.896551724137931,48.0,20.020833333333332,36.96153846153846,0
26,67,0,9,13,0,0,0,12,28546,329,F,course_46,M,domestic,20,12,6.0,0.3880597014925373,27.416666666666668,1041.191489361702,1097.923076923077,0
26,44,0,12,24,0,0,0,13,15264,596,F,course_7,M,domestic,21,14,8.0,0.5909090909090909,42.57142857142857,358.5503355704698,587.0769230769231,0
26,71,0,8,10,0,0,0,14,9902,660,F,course_1,M,domestic,20,12,6.0,0.36619718309859156,55.0,180.03636363636363,380.84615384615387,0
26,67,0,14,34,0,0,0,10,10036,660,F,course_46,M,domestic,24,12,6.0,0.3880597014925373,55.0,182.47272727272727,386.0,0
26,41,0,3,3,0,0,0,3,44275,595,F,course_320,F,international,26,7,6.0,0.6341463414634146,85.0,520.8823529411765,1702.8846153846155,0
26,49,0,0,0,0,0,0,10,5449,309,F,course_92,M,domestic,21,14,7.0,0.5306122448979592,22.071428571428573,246.88025889967636,209.57692307692307,0
26,41,0,3,3,0,0,0,1,2953,631,F,course_14,M,international,31,13,6.0,0.6341463414634146,48.53846153846154,60.83835182250396,113.57692307692308,0
26,127,0,2,2,0,0,0,6,13470,1839,F,course_243,F,domestic,34,6,3.0,0.2047244094488189,306.5,43.947797716150085,518.0769230769231,0
26,33,0,1,1,0,0,0,1,24676,1687,F,course_39,F,domestic,22,10,5.0,0.7878787878787878,168.7,146.27148784825135,949.0769230769231,0
26,81,0,1,2,0,0,0,10,20135,1687,F,course_33,F,domestic,22,10,5.0,0.32098765432098764,168.7,119.35388263189094,774.4230769230769,0
26,34,0,0,0,0,0,0,0,28839,1022,F,course_181,F,domestic,21,12,7.0,0.7647058823529411,85.16666666666667,338.6183953033268,1109.1923076923076,0
26,41,0,2,2,0,0,0,3,8305,749,F,course_318,M,international,30,7,6.0,0.6341463414634146,107.0,77.61682242990655,319.4230769230769,0
26,38,0,5,5,0,0,0,2,22670,1512,F,course_337,M,international,24,13,6.0,0.6842105263157895,116.3076923076923,194.91402116402116,871.9230769230769,0
26,27,0,0,0,1,0,2,4,22506,425,F,course_52,M,domestic,21,12,6.0,0.9629629629629629,35.416666666666664,635.4635294117647,865.6153846153846,0
26,56,0,10,13,0,0,0,13,28941,1079,W,course_3,M,international,23,12,6.0,0.4642857142857143,89.91666666666667,321.8646895273401,1113.1153846153845,0
26,34,0,0,0,0,0,0,0,27696,1063,F,course_181,M,domestic,22,12,7.0,0.7647058823529411,88.58333333333333,312.6547507055503,1065.2307692307693,0
26,30,0,0,0,0,0,0,0,16394,718,F,course_50,M,domestic,20,12,6.0,0.8666666666666667,59.833333333333336,273.9944289693593,630.5384615384615,0
26,51,0,3,3,0,0,0,7,2729,112,F,course_155,F,domestic,20,4,4.0,0.5098039215686274,28.0,97.46428571428571,104.96153846153847,0
26,45,0,12,12,0,0,0,3,4655,2198,F,course_38,M,domestic,22,10,5.0,0.5777777777777777,219.8,21.178343949044585,179.03846153846155,0
26,41,0,10,19,0,0,0,13,5250,1178,F,course_7,M,international,23,13,6.0,0.6341463414634146,90.61538461538461,57.937181663837016,201.92307692307693,0
26,46,0,3,3,0,0,0,1,11774,2970,F,course_34,M,domestic,24,12,7.0,0.5652173913043478,247.5,47.571717171717175,452.84615384615387,0
26,71,0,8,12,0,0,0,15,28059,1171,F,course_1,M,international,22,13,6.0,0.36619718309859156,90.07692307692308,311.5004269854825,1079.1923076923076,0
26,42,0,0,0,0,0,0,0,2108,1067,F,course_178,F,domestic,25,8,4.0,0.6190476190476191,133.375,15.80506091846298,81.07692307692308,0
26,90,0,0,0,0,0,0,5,5661,227,F,course_92,F,domestic,22,6,6.0,0.28888888888888886,37.833333333333336,149.62995594713655,217.73076923076923,1
26,90,0,0,0,0,0,0,5,4437,516,F,course_92,M,domestic,20,12,6.0,0.28888888888888886,43.0,103.18604651162791,170.65384615384616,0
26,33,0,3,3,7,21,143,2,7837,610,F,course_333,F,international,26,13,7.0,0.7878787878787878,46.92307692307692,167.01803278688527,301.4230769230769,0
26,27,0,0,0,0,0,0,0,3114,571,F,course_297,F,domestic,21,13,7.0,0.9629629629629629,43.92307692307692,70.89667250437829,119.76923076923077,0
26,41,0,3,4,0,0,0,2,72572,1164,F,course_320,M,international,26,7,6.0,0.6341463414634146,166.28571428571428,436.4295532646048,2791.230769230769,0
26,129,0,0,0,0,0,0,3,2092,778,F,course_336,F,international,33,13,7.0,0.20155038759689922,59.84615384615385,34.95629820051414,80.46153846153847,0
26,64,0,15,17,0,0,0,7,24427,797,W,course_110,M,international,24,13,7.0,0.40625,61.30769230769231,398.43287327478043,939.5,0
26,122,0,7,7,0,0,0,0,162,595,F,course_317,F,international,26,7,6.0,0.21311475409836064,85.0,1.9058823529411764,6.230769230769231,0
26,60,0,3,3,0,0,0,3,2192,728,F,course_341,M,international,24,11,6.0,0.43333333333333335,66.18181818181819,33.12087912087912,84.3076923076923,0
26,45,0,2,2,0,0,0,1,5534,1480,F,course_10,M,international,24,15,8.0,0.5777777777777777,98.66666666666667,56.08783783783784,212.84615384615384,0
26,122,0,7,9,0,0,0,0,1221,1694,F,course_317,M,international,31,7,6.0,0.21311475409836064,242.0,5.045454545454546,46.96153846153846,0
26,71,0,0,0,0,0,0,4,5491,1285,F,course_117,M,international,22,9,4.0,0.36619718309859156,142.77777777777777,38.458365758754866,211.19230769230768,0
26,39,0,0,0,0,0,0,0,9734,774,F,course_60,F,international,26,22,8.0,0.6666666666666666,35.18181818181818,276.67700258397934,374.38461538461536,0
26,41,0,12,13,0,0,0,15,7366,805,F,course_7,M,domestic,23,13,6.0,0.6341463414634146,61.92307692307692,118.95403726708075,283.3076923076923,0
26,59,0,6,6,1,0,0,9,3451,1088,F,course_340,F,international,25,13,6.0,0.4406779661016949,83.6923076923077,41.234375,132.73076923076923,0
26,71,0,9,14,0,0,0,16,3623,1686,F,course_1,F,international,20,12,6.0,0.36619718309859156,140.5,25.7864768683274,139.34615384615384,0
26,51,0,5,6,0,0,0,2,17510,795,F,course_354,F,international,24,11,6.0,0.5098039215686274,72.27272727272727,242.27672955974845,673.4615384615385,0
26,37,0,21,43,0,0,0,20,23412,1328,F,course_332,F,international,27,13,6.0,0.7027027027027027,102.15384615384616,229.18373493975903,900.4615384615385,0
26,26,0,3,3,2,0,0,8,6880,1028,F,course_289,F,international,30,8,7.0,1.0,128.5,53.540856031128406,264.61538461538464,0
26,62,0,7,7,0,0,0,0,17726,340,F,course_323,M,international,19,6,6.0,0.41935483870967744,56.666666666666664,312.81176470588235,681.7692307692307,1
26,45,0,2,2,0,0,0,2,7854,1312,F,course_10,F,international,20,14,8.0,0.5777777777777777,93.71428571428571,83.8079268292683,302.0769230769231,0
26,43,0,8,17,0,0,0,0,13678,2692,F,course_349,M,international,39,11,6.0,0.6046511627906976,244.72727272727272,55.89078751857355,526.0769230769231,0
26,62,0,13,13,0,0,0,1,8389,1686,F,course_323,F,international,20,12,6.0,0.41935483870967744,140.5,59.70818505338078,322.65384615384613,0
26,62,0,3,3,1,0,0,0,1023,723,F,course_334,F,international,24,13,7.0,0.41935483870967744,55.61538461538461,18.394190871369297,39.34615384615385,0
26,41,0,9,35,0,0,0,14,18497,1023,F,course_7,M,domestic,22,14,7.0,0.6341463414634146,73.07142857142857,253.13587487781038,711.4230769230769,0
26,49,0,4,4,2,2,9,1,7358,776,F,course_87,F,domestic,27,16,6.0,0.5306122448979592,48.5,151.71134020618555,283.0,0
26,119,0,0,0,0,0,0,0,1236,529,F,course_142,F,domestic,22,14,7.0,0.2184873949579832,37.785714285714285,32.71077504725898,47.53846153846154,1
26,26,0,6,6,0,0,2,0,2310,1965,F,course_296,M,international,28,17,6.0,1.0,115.58823529411765,19.98473282442748,88.84615384615384,0
26,55,0,7,13,0,0,0,0,6784,1628,F,course_235,M,domestic,20,12,6.0,0.4727272727272727,135.66666666666666,50.004914004914006,260.9230769230769,0
26,41,0,0,0,0,0,0,0,6189,2970,F,course_31,M,domestic,24,12,7.0,0.6341463414634146,247.5,25.006060606060608,238.03846153846155,0
26,39,0,0,0,0,0,0,0,15789,1361,F,course_60,M,international,26,22,8.0,0.6666666666666666,61.86363636363637,255.22263041880967,607.2692307692307,0
26,30,0,0,0,0,0,0,0,42007,587,F,course_50,M,domestic,45,8,4.0,0.8666666666666667,73.375,572.4974446337309,1615.6538461538462,0
26,37,0,21,54,0,0,0,19,9859,1863,F,course_332,M,international,26,13,6.0,0.7027027027027027,143.30769230769232,68.79602791196993,379.1923076923077,0
26,87,0,0,0,0,0,0,10,12650,1609,F,course_5,M,domestic,20,11,6.0,0.2988505747126437,146.27272727272728,86.48228713486637,486.53846153846155,0
26,41,0,0,0,0,0,0,1,8836,2168,F,course_31,F,domestic,29,7,6.0,0.6341463414634146,309.7142857142857,28.52952029520295,339.84615384615387,0
