content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
26,71,0,0,0,0,0,0,4,7402,1023,F,course_117,M,domestic,22,14,7.0,0.36619718309859156,73.07142857142857,101.29814271749756,284.6923076923077,0
26,47,0,2,2,0,0,0,7,715,3162,W,course_234,M,international,23,12,6.0,0.5531914893617021,263.5,2.713472485768501,27.5,0
26,119,0,0,0,0,0,0,0,2047,172,F,course_142,M,domestic,22,14,7.0,0.2184873949579832,12.285714285714286,166.61627906976744,78.73076923076923,1
26,62,0,3,3,0,2,56,1,12158,1031,F,course_334,F,international,24,13,7.0,0.41935483870967744,79.3076923076923,153.30164888457807,467.61538461538464,0
26,53,0,3,3,0,0,0,4,5789,922,F,course_341,M,international,25,13,7.0,0.49056603773584906,70.92307692307692,81.6236442516269,222.65384615384616,0
26,59,0,2,2,4,0,0,3,1493,503,F,course_87,M,international,34,8,7.0,0.4406779661016949,62.875,23.745526838966203,57.42307692307692,0
26,119,0,0,0,0,0,0,0,3928,384,F,course_142,M,domestic,21,11,5.0,0.2184873949579832,34.90909090909091,112.52083333333334,151.07692307692307,0
26,85,0,1,1,0,0,0,8,47298,2208,F,course_35,M,international,23,12,6.0,0.3058823529411765,184.0,257.05434782608694,1819.1538461538462,0
26,37,0,21,40,0,0,0,18,6170,1655,F,course_332,F,international,24,13,6.0,0.7027027027027027,127.3076923076923,48.46525679758308,237.30769230769232,0
26,45,0,0,0,0,0,0,15,5868,2362,F,course_221,F,domestic,26,7,2.0,0.5777777777777777,337.42857142857144,17.390347163420827,225.69230769230768,0
26,64,0,2,2,0,1,11,4,840,906,F,course_335,M,international,22,13,7.0,0.40625,69.6923076923077,12.052980132450331,32.30769230769231,0
26,48,0,1,2,0,0,3,1,53577,915,F,course_338,F,international,25,13,6.0,0.5416666666666666,70.38461538461539,761.2032786885246,2060.653846153846,0
26,44,0,12,26,0,0,0,17,2720,1071,F,course_7,F,international,19,12,6.0,0.5909090909090909,89.25,30.476190476190474,104.61538461538461,0
26,108,0,0,0,0,0,0,0,1991,467,F,course_348,M,international,26,11,6.0,0.24074074074074073,42.45454545454545,46.897216274089935,76.57692307692308,0
26,64,0,2,2,0,0,0,3,4316,1555,F,course_290,M,international,27,8,7.0,0.40625,194.375,22.20450160771704,166.0,0
26,48,0,1,6,0,0,1,2,81205,1140,F,course_338,F,international,26,13,6.0,0.5416666666666666,87.6923076923077,926.0219298245614,3123.269230769231,0
26,64,0,2,2,0,0,0,2,763,901,F,course_290,M,international,24,12,6.0,0.40625,75.08333333333333,10.16204217536071,29.346153846153847,0
26,129,0,0,0,1,0,25,6,7897,828,F,course_336,F,international,23,13,7.0,0.20155038759689922,63.69230769230769,123.9867149758454,303.7307692307692,0
26,80,0,0,0,0,0,0,10,3669,742,F,course_325,M,international,25,12,6.0,0.325,61.833333333333336,59.33692722371968,141.1153846153846,0
26,38,0,4,4,0,0,0,3,10538,810,F,course_337,F,international,25,13,6.0,0.6842105263157895,62.30769230769231,169.1283950617284,405.3076923076923,0
26,33,0,3,3,4,17,355,1,22175,1031,F,course_333,F,international,24,13,7.0,0.7878787878787878,79.3076923076923,279.60717749757515,852.8846153846154,0
26,71,0,9,18,0,0,0,11,18784,1138,F,course_1,F,international,22,12,6.0,0.36619718309859156,94.83333333333333,198.0738137082601,722.4615384615385,0
26,29,0,7,12,0,0,0,18,20646,1294,F,course_82,M,domestic,20,15,8.0,0.896551724137931,86.26666666666667,239.32766615146832,794.0769230769231,0
26,60,0,3,3,0,0,0,3,210,556,F,course_341,M,international,25,12,6.0,0.43333333333333335,46.333333333333336,4.532374100719424,8.076923076923077,0
26,81,0,1,2,0,0,0,9,11524,2970,F,course_33,M,domestic,24,12,7.0,0.32098765432098764,247.5,46.561616161616165,443.2307692307692,0
26,46,0,3,5,0,0,0,2,30264,1685,F,course_34,M,domestic,23,10,5.0,0.5652173913043478,168.5,179.60830860534125,1164.0,0
26,46,0,3,3,0,0,0,2,8046,1213,F,course_34,F,domestic,26,10,5.0,0.5652173913043478,121.3,66.33140972794725,309.46153846153845,0
26,45,0,12,17,0,0,3,14,6171,968,F,course_7,F,domestic,30,14,7.0,0.5777777777777777,69.14285714285714,89.25,237.34615384615384,0
26,30,0,0,0,0,0,0,0,20652,806,F,course_50,M,domestic,19,12,6.0,0.8666666666666667,67.16666666666667,307.47394540942923,794.3076923076923,0
26,38,0,0,0,0,0,0,6,6609,1110,F,course_157,M,domestic,21,10,5.0,0.6842105263157895,111.0,59.54054054054054,254.19230769230768,0
26,48,0,3,3,0,0,0,5,2090,755,F,course_285,M,international,26,8,7.0,0.5416666666666666,94.375,22.14569536423841,80.38461538461539,0
26,44,0,11,19,1,0,1,16,4713,1420,F,course_7,M,international,20,12,6.0,0.5909090909090909,118.33333333333333,39.82816901408451,181.26923076923077,0
26,64,0,3,4,0,0,0,2,2038,620,F,course_290,M,international,24,12,6.0,0.40625,51.666666666666664,39.44516129032258,78.38461538461539,0
26,45,0,11,11,0,0,0,2,4166,922,F,course_331,M,international,25,13,7.0,0.5777777777777777,70.92307692307692,58.73969631236443,160.23076923076923,0
26,41,0,2,2,0,0,0,1,6042,1319,F,course_318,M,international,25,8,6.0,0.6341463414634146,164.875,36.64594389689159,232.3846153846154,0
26,47,0,0,0,0,0,0,0,7885,603,F,course_48,M,domestic,19,12,6.0,0.5531914893617021,50.25,156.91542288557213,303.2692307692308,0
26,26,0,3,3,0,0,0,8,2230,1074,F,course_289,M,international,27,7,6.0,1.0,153.42857142857142,14.534450651769088,85.76923076923077,0
26,40,0,12,26,1,0,0,14,14859,995,F,course_7,M,domestic,21,12,6.0,0.65,82.91666666666667,179.2040201005025,571.5,0
26,43,0,8,11,0,0,0,0,7883,1105,F,course_349,M,international,27,11,6.0,0.6046511627906976,100.45454545454545,78.47330316742081,303.1923076923077,0
26,26,0,0,0,0,0,0,3,8566,2563,F,course_118,F,domestic,35,14,6.0,1.0,183.07142857142858,46.79047990635973,329.46153846153845,0
26,29,0,7,11,0,0,1,19,31785,1398,F,course_82,F,domestic,30,11,5.0,0.896551724137931,127.0909090909091,250.09656652360513,1222.5,0
26,41,0,2,2,0,0,0,7,14691,2439,F,course_318,M,international,28,7,6.0,0.6341463414634146,348.42857142857144,42.163591635916355,565.0384615384615,0
26,33,0,1,1,0,0,0,0,14782,2509,F,course_39,M,domestic,23,9,4.0,0.7878787878787878,278.77777777777777,53.02431247508968,568.5384615384615,0
25,28,0,3,3,0,0,0,8,10102,1001,F,course_289,M,international,29,7,6.0,0.8928571428571429,143.0,70.64335664335664,404.08,0
25,41,0,11,39,1,0,0,13,4130,1234,F,course_7,M,international,23,13,7.0,0.6097560975609756,94.92307692307692,43.50891410048622,165.2,0
25,59,0,6,6,0,0,3,7,7836,992,F,course_340,F,international,25,13,6.0,0.423728813559322,76.3076923076923,102.68951612903226,313.44,0
25,44,0,12,26,1,0,1,13,3245,1287,F,course_7,M,domestic,32,16,8.0,0.5681818181818182,80.4375,40.34188034188034,129.8,0
25,41,0,11,25,1,0,0,14,16149,800,F,course_7,M,international,26,12,7.0,0.6097560975609756,66.66666666666667,242.23499999999999,645.96,0
25,41,0,3,4,0,0,0,4,38077,1027,F,course_320,M,international,28,7,6.0,0.6097560975609756,146.71428571428572,259.53164556962025,1523.08,0
25,59,0,6,6,1,0,0,6,2640,988,F,course_340,F,international,25,13,6.0,0.423728813559322,76.0,34.73684210526316,105.6,0
25,41,0,11,18,1,0,0,14,16544,1038,F,course_7,M,domestic,21,12,6.0,0.6097560975609756,86.5,191.2601156069364,661.76,0
25,26,0,3,3,0,0,0,6,1423,1319,F,course_289,M,international,25,8,6.0,0.9615384615384616,164.875,8.630780894617134,56.92,0
25,158,0,11,12,0,0,6,0,85,578,F,course_354,M,international,25,12,6.0,0.15822784810126583,48.166666666666664,1.7647058823529413,3.4,0
25,30,0,0,0,0,0,0,2,6995,1023,F,course_183,M,domestic,22,14,7.0,0.8333333333333334,73.07142857142857,95.72825024437928,279.8,0
25,28,0,3,3,0,0,0,10,1404,826,F,course_289,F,international,34,7,6.0,0.8928571428571429,118.0,11.898305084745763,56.16,0
25,30,0,0,0,0,0,0,2,20394,677,F,course_183,M,international,33,13,7.0,0.8333333333333334,52.07692307692308,391.6129985228951,815.76,0
25,44,0,12,71,1,0,4,13,2153,1206,F,course_7,M,international,21,14,8.0,0.5681818181818182,86.14285714285714,24.99336650082919,86.12,0
25,54,0,6,8,0,0,0,10,5257,745,F,course_113,M,domestic,22,10,5.0,0.46296296296296297,74.5,70.56375838926175,210.28,0
25,54,0,0,0,0,0,0,7,4545,1079,F,course_6,F,international,22,10,5.0,0.46296296296296297,107.9,42.12233549582947,181.8,0
25,54,0,2,6,0,0,0,11,41993,1806,F,course_114,M,international,26,11,6.0,0.46296296296296297,164.1818181818182,255.77131782945736,1679.72,0
25,27,0,3,3,0,0,0,10,12643,1121,F,course_289,M,international,38,8,7.0,0.9259259259259259,140.125,90.22658340767173,505.72,0
25,45,0,11,68,1,0,1,13,6061,211,F,course_7,M,domestic,20,7,7.0,0.5555555555555556,30.142857142857142,201.07582938388626,242.44,0
25,35,0,4,4,3,2,8,1,7547,931,F,course_20,F,international,23,8,7.0,0.7142857142857143,116.375,64.85069817400644,301.88,0
25,62,0,3,3,1,20,36,1,1097,1067,F,course_334,F,international,26,13,6.0,0.4032258064516129,82.07692307692308,13.365510777881912,43.88,0
25,26,0,3,3,0,0,0,9,5881,616,F,course_289,M,international,26,8,7.0,0.9615384615384616,77.0,76.37662337662337,235.24,0
25,46,0,3,6,0,0,0,3,21151,2198,F,course_34,M,domestic,22,10,5.0,0.5434782608695652,219.8,96.22838944494995,846.04,0
25,48,0,1,2,0,0,0,1,2302,909,F,course_338,M,international,27,13,6.0,0.5208333333333334,69.92307692307692,32.92189218921892,92.08,0
25,66,0,0,0,0,0,0,0,12621,614,F,course_134,F,domestic,25,15,7.0,0.3787878787878788,40.93333333333333,308.33061889250814,504.84,0
25,40,0,11,18,1,0,0,13,4324,515,F,course_7,M,domestic,19,12,6.0,0.625,42.916666666666664,100.75339805825243,172.96,0
25,27,0,0,0,0,0,0,13,3255,1192,F,course_325,M,international,25,12,6.0,0.9259259259259259,99.33333333333333,32.76845637583893,130.2,0
25,40,0,10,22,1,0,0,12,2992,435,F,course_7,M,domestic,21,12,6.0,0.625,36.25,82.53793103448275,119.68,0
25,26,0,3,3,0,0,0,9,8523,524,F,course_289,F,international,30,8,7.0,0.9615384615384616,65.5,130.12213740458014,340.92,0
25,54,0,2,10,0,0,0,9,10396,745,F,course_114,M,domestic,22,10,5.0,0.46296296296296297,74.5,139.54362416107384,415.84,0
25,28,0,12,12,0,0,0,0,9003,933,F,course_309,F,international,28,8,7.0,0.8928571428571429,116.625,77.19614147909968,360.12,0
25,45,0,2,2,0,0,0,1,30418,708,F,course_10,M,domestic,20,14,8.0,0.5555555555555556,50.57142857142857,601.4858757062148,1216.72,0
25,35,0,2,2,0,0,8,7,19181,591,F,course_214,F,international,40,18,10.0,0.7142857142857143,32.833333333333336,584.1928934010152,767.24,0
25,90,0,2,2,0,0,0,4,1499,746,F,course_319,M,international,29,7,6.0,0.2777777777777778,106.57142857142857,14.065683646112602,59.96,0
25,95,0,0,0,0,0,0,0,2675,242,F,course_8,F,domestic,19,9,6.0,0.2631578947368421,26.88888888888889,99.48347107438016,107.0,1
25,46,0,2,2,0,0,0,3,12769,498,W,course_365,M,international,24,12,6.0,0.5434782608695652,41.5,307.68674698795184,510.76,0
25,137,0,0,0,0,0,0,0,5884,347,F,course_193,M,domestic,22,10,6.0,0.18248175182481752,34.7,169.56772334293947,235.36,1
25,95,0,0,0,0,0,0,0,4389,800,F,course_8,M,domestic,21,12,6.0,0.2631578947368421,66.66666666666667,65.835,175.56,0
25,64,0,2,2,0,1,11,5,11056,754,F,course_335,F,international,29,13,7.0,0.390625,58.0,190.6206896551724,442.24,0
25,137,0,0,0,0,0,0,0,6662,673,F,course_193,M,domestic,22,12,6.0,0.18248175182481752,56.083333333333336,118.78751857355125,266.48,0
25,45,0,2,2,0,0,0,2,6480,1206,F,course_10,M,international,21,14,8.0,0.5555555555555556,86.14285714285714,75.22388059701493,259.2,0
25,37,0,21,32,0,0,0,19,12927,497,F,course_332,F,international,23,13,6.0,0.6756756756756757,38.23076923076923,338.13078470824945,517.08,0
25,122,0,7,14,0,0,0,0,182,850,F,course_317,M,international,25,7,6.0,0.20491803278688525,121.42857142857143,1.4988235294117647,7.28,0
25,119,0,0,0,0,0,0,0,8130,434,F,course_142,M,domestic,21,11,5.0,0.21008403361344538,39.45454545454545,206.05990783410138,325.2,0
25,54,0,5,7,0,0,0,10,16185,2802,F,course_113,F,international,24,9,4.0,0.46296296296296297,311.3333333333333,51.98608137044968,647.4,0
25,62,0,3,3,1,4,31,0,380,503,F,course_334,F,international,26,13,7.0,0.4032258064516129,38.69230769230769,9.821073558648111,15.2,0
25,55,0,4,7,0,0,0,0,2433,635,F,course_235,M,domestic,20,12,6.0,0.45454545454545453,52.916666666666664,45.97795275590551,97.32,0
25,28,0,0,0,0,0,0,11,61381,1038,F,course_265,M,domestic,21,12,6.0,0.8928571428571429,86.5,709.606936416185,2455.24,0
25,35,0,4,4,2,2,12,1,5672,644,F,course_20,F,international,26,8,7.0,0.7142857142857143,80.5,70.45962732919254,226.88,0
25,71,0,7,15,0,0,0,5,24014,413,F,course_1,M,domestic,20,6,6.0,0.352112676056338,68.83333333333333,348.8716707021792,960.56,1
25,28,0,3,3,0,0,0,8,10333,764,F,course_289,M,international,28,7,6.0,0.8928571428571429,109.14285714285714,94.67408376963351,413.32,0
25,59,0,0,0,0,0,0,6,22177,614,F,course_92,F,domestic,25,15,7.0,0.423728813559322,40.93333333333333,541.7833876221499,887.08,0
25,59,0,0,0,0,0,0,6,4174,630,F,course_92,M,domestic,20,15,7.0,0.423728813559322,42.0,99.38095238095238,166.96,0
25,71,0,8,16,0,0,0,12,23415,625,F,course_1,F,domestic,21,12,6.0,0.352112676056338,52.083333333333336,449.568,936.6,0
25,41,0,3,4,0,0,0,2,64917,850,F,course_320,M,international,25,7,6.0,0.6097560975609756,121.42857142857143,534.6105882352941,2596.68,0
25,41,0,3,3,0,0,0,4,37452,977,F,course_320,M,international,31,7,6.0,0.6097560975609756,139.57142857142858,268.3357215967246,1498.08,0
25,41,0,3,3,0,0,0,3,46573,1081,F,course_320,M,international,26,7,6.0,0.6097560975609756,154.42857142857142,301.58279370952823,1862.92,0
25,42,0,3,3,0,0,0,1,1421,633,F,course_14,F,international,31,13,6.0,0.5952380952380952,48.69230769230769,29.183254344391784,56.84,0
25,28,0,0,0,0,0,0,11,54667,805,F,course_265,M,domestic,23,13,6.0,0.8928571428571429,61.92307692307692,882.8211180124224,2186.68,0
25,42,0,3,3,0,0,0,1,3262,950,F,course_14,F,international,28,13,6.0,0.5952380952380952,73.07692307692308,44.63789473684211,130.48,0
25,51,0,5,10,0,0,0,2,1782,838,F,course_354,M,international,43,11,6.0,0.49019607843137253,76.18181818181819,23.39140811455847,71.28,0
25,41,0,3,4,0,0,0,9,6323,762,F,course_320,M,international,27,7,6.0,0.6097560975609756,108.85714285714286,58.085301837270336,252.92,0
25,33,0,3,3,4,16,37,1,13988,594,F,course_333,F,international,28,13,7.0,0.7575757575757576,45.69230769230769,306.13468013468014,559.52,0
25,90,0,2,2,0,0,0,4,1737,632,F,course_319,M,international,26,7,6.0,0.2777777777777778,90.28571428571429,19.23892405063291,69.48,0
25,41,0,3,3,0,0,0,1,10513,1319,F,course_320,M,international,25,8,6.0,0.6097560975609756,164.875,63.76345716451858,420.52,0
25,41,0,4,5,0,0,0,3,21337,764,F,course_320,M,international,28,7,6.0,0.6097560975609756,109.14285714285714,195.49607329842934,853.48,0
25,59,0,0,0,0,0,0,5,4032,480,F,course_92,F,domestic,19,13,6.0,0.423728813559322,36.92307692307692,109.2,161.28,0
25,48,0,1,6,1,0,1,0,22377,1228,F,course_338,F,international,23,13,6.0,0.5208333333333334,94.46153846153847,236.8900651465798,895.08,0
25,51,0,4,4,0,0,0,2,33698,558,F,course_354,M,international,24,11,6.0,0.49019607843137253,50.72727272727273,664.2974910394265,1347.92,0
25,41,0,10,15,1,0,0,14,1976,443,F,course_7,M,domestic,19,13,6.0,0.6097560975609756,34.07692307692308,57.986455981941305,79.04,0
25,96,0,0,0,0,0,0,0,6038,777,F,course_8,M,domestic,19,12,6.0,0.2604166666666667,64.75,93.25096525096525,241.52,0
25,33,0,3,3,4,20,60,2,31984,652,F,course_333,F,international,40,13,7.0,0.7575757575757576,50.15384615384615,637.717791411043,1279.36,0
25,88,0,5,5,0,0,0,5,2123,595,F,course_154,M,domestic,21,8,4.0,0.2840909090909091,74.375,28.544537815126052,84.92,0
25,66,0,0,0,0,0,0,7,57942,1601,F,course_28,M,domestic,27,4,4.0,0.3787878787878788,400.25,144.76452217364147,2317.68,0
25,48,0,1,5,0,0,3,1,22759,988,F,course_338,F,international,25,13,6.0,0.5208333333333334,76.0,299.4605263157895,910.36,0
25,41,0,2,2,0,0,0,7,6814,744,F,course_318,M,international,33,7,6.0,0.6097560975609756,106.28571428571429,64.11021505376344,272.56,0
25,35,0,4,4,1,2,9,0,2396,526,F,course_20,F,international,25,8,7.0,0.7142857142857143,65.75,36.44106463878327,95.84,0
25,66,0,0,0,0,0,0,7,3688,1277,F,course_28,M,domestic,27,4,4.0,0.3787878787878788,319.25,11.552075176194204,147.52,0
25,96,0,0,0,0,0,0,0,82,580,F,course_8,M,domestic,21,8,5.0,0.2604166666666667,72.5,1.1310344827586207,3.28,0
25,124,0,0,0,0,0,0,11,5000,478,F,course_325,M,international,25,13,7.0,0.20161290322580644,36.76923076923077,135.98326359832637,200.0,0
25,39,0,0,0,0,0,0,8,3544,1121,F,course_286,M,international,38,8,7.0,0.6410256410256411,140.125,25.29170383586084,141.76,0
25,27,0,1,1,0,0,0,7,16913,1079,F,course_119,M,domestic,21,11,6.0,0.9259259259259259,98.0909090909091,172.42168674698794,676.52,0
25,88,0,2,2,0,0,0,0,435,775,F,course_371,M,international,28,22,8.0,0.2840909090909091,35.22727272727273,12.348387096774195,17.4,0
25,45,0,10,10,0,0,0,3,1751,2009,F,course_38,M,domestic,23,10,5.0,0.5555555555555556,200.9,8.715778994524639,70.04,0
25,176,0,3,3,8,0,0,10,3338,1026,F,course_322,F,international,33,11,5.0,0.14204545454545456,93.27272727272727,35.787524366471736,133.52,0
25,115,0,3,3,0,0,0,6,682,235,F,course_102,F,domestic,21,20,6.0,0.21739130434782608,11.75,58.04255319148936,27.28,0
25,33,0,1,1,0,0,0,0,82164,1649,F,course_39,M,domestic,22,10,5.0,0.7575757575757576,164.9,498.2656155245603,3286.56,0
25,33,0,0,0,0,0,0,9,4827,806,F,course_5,M,domestic,19,12,6.0,0.7575757575757576,67.16666666666667,71.86600496277916,193.08,0
25,35,0,2,2,0,0,0,2,646,411,F,course_106,F,domestic,21,21,6.0,0.7142857142857143,19.571428571428573,33.00729927007299,25.84,0
25,64,0,2,2,0,0,0,3,4773,747,F,course_290,M,international,24,12,6.0,0.390625,62.25,76.67469879518072,190.92,0
25,29,0,6,8,1,0,0,27,8964,725,F,course_82,F,domestic,44,7,7.0,0.8620689655172413,103.57142857142857,86.54896551724138,358.56,1
25,38,0,4,4,0,0,0,8,23324,1076,F,course_337,M,international,27,13,6.0,0.6578947368421053,82.76923076923077,281.79553903345726,932.96,0
25,53,0,3,3,0,0,0,2,6204,594,F,course_341,F,international,28,13,7.0,0.4716981132075472,45.69230769230769,135.77777777777777,248.16,0
25,40,0,3,3,0,0,0,1,3149,660,F,course_321,M,international,27,7,6.0,0.625,94.28571428571429,33.39848484848485,125.96,0
25,40,0,3,5,0,0,0,1,6004,860,F,course_321,M,international,25,7,6.0,0.625,122.85714285714286,48.86976744186046,240.16,0
25,43,0,8,12,0,0,0,0,4584,617,F,course_349,F,international,24,11,6.0,0.5813953488372093,56.09090909090909,81.72447325769853,183.36,0
25,64,0,4,5,0,0,0,2,9899,1183,F,course_108,M,domestic,21,7,7.0,0.390625,169.0,58.57396449704142,395.96,0
25,30,0,0,0,0,0,0,0,15928,749,F,course_50,M,domestic,20,12,6.0,0.8333333333333334,62.416666666666664,255.18825100133512,637.12,0
25,27,0,1,1,0,0,0,7,20583,1357,F,course_119,F,domestic,22,9,7.0,0.9259259259259259,150.77777777777777,136.51215917464998,823.32,0
25,49,0,4,4,4,4,9,1,13098,1244,F,course_87,F,international,26,8,7.0,0.5102040816326531,155.5,84.2315112540193,523.92,0
25,42,0,15,21,0,0,0,9,11600,1577,F,course_110,M,domestic,41,8,5.0,0.5952380952380952,197.125,58.84590995561192,464.0,0
25,46,0,0,0,0,0,0,0,54965,605,F,course_48,M,domestic,26,12,6.0,0.5434782608695652,50.416666666666664,1090.2148760330579,2198.6,0
25,38,0,4,4,0,0,0,10,2697,895,F,course_337,F,international,25,13,6.0,0.6578947368421053,68.84615384615384,39.17430167597766,107.88,0
25,67,0,14,233,0,0,0,11,10294,927,F,course_46,M,domestic,19,12,6.0,0.373134328358209,77.25,133.25566343042073,411.76,0
25,27,0,0,0,0,0,0,4,505,642,F,course_52,M,domestic,41,12,6.0,0.9259259259259259,53.5,9.439252336448599,20.2,0
25,27,0,0,0,0,0,0,0,2627,482,F,course_297,M,domestic,20,14,7.0,0.9259259259259259,34.42857142857143,76.30290456431536,105.08,0
25,49,0,0,0,0,0,0,7,5503,158,F,course_92,M,domestic,19,6,6.0,0.5102040816326531,26.333333333333332,208.97468354430382,220.12,1
25,40,0,3,5,0,0,0,1,4072,495,F,course_321,M,international,26,7,6.0,0.625,70.71428571428571,57.58383838383839,162.88,0
25,27,0,0,0,0,0,0,0,10553,1112,F,course_297,F,domestic,23,12,6.0,0.9259259259259259,92.66666666666667,113.88129496402877,422.12,0
25,35,0,2,2,0,0,0,2,2615,516,F,course_106,F,domestic,20,20,6.0,0.7142857142857143,25.8,101.35658914728683,104.6,0
25,49,0,0,0,0,0,0,10,4316,326,F,course_92,M,domestic,20,14,7.0,0.5102040816326531,23.285714285714285,185.34969325153375,172.64,0
25,38,0,4,4,0,0,0,2,16421,628,F,course_337,F,international,32,13,6.0,0.6578947368421053,48.30769230769231,339.9251592356688,656.84,0
25,67,0,10,59,0,0,0,11,3428,1994,F,course_46,M,domestic,27,11,5.0,0.373134328358209,181.27272727272728,18.91073219658977,137.12,0
25,67,0,12,24,0,0,0,11,21109,1131,F,course_46,M,international,20,14,8.0,0.373134328358209,80.78571428571429,261.2961980548187,844.36,0
25,46,0,0,0,0,0,0,0,12039,493,F,course_48,M,domestic,20,13,6.0,0.5434782608695652,37.92307692307692,317.4584178498986,481.56,0
